Codi_Barri,Nom_Barri,Data_Revisio,Codi_Grup_Activitat,Nom_Grup_Activitat
32,el Camp d'en Grassot i Gràcia Nova,2022-02-02T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
32,el Camp d'en Grassot i Gràcia Nova,2022-02-02T00:00:00,6,Automoció
32,el Camp d'en Grassot i Gràcia Nova,2022-02-02T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
66,el Parc i la Llacuna del Poblenou,2022-06-22T00:00:00,12,"Manteniment, neteja i producció"
66,el Parc i la Llacuna del Poblenou,2022-06-22T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
32,el Camp d'en Grassot i Gràcia Nova,2022-02-02T00:00:00,1,Quotidià alimentari
5,el Fort Pienc,2021-10-15T00:00:00,16,Altres
32,el Camp d'en Grassot i Gràcia Nova,2022-02-02T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
32,el Camp d'en Grassot i Gràcia Nova,2022-02-02T00:00:00,5,Oci i cultura
32,el Camp d'en Grassot i Gràcia Nova,2022-02-02T00:00:00,1,Quotidià alimentari
32,el Camp d'en Grassot i Gràcia Nova,2022-02-02T00:00:00,17,Altres
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,11,Finances i assegurances
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,16,Altres
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,3,Parament de la llar
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,16,Altres
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,1,Quotidià alimentari
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,17,Altres
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,15,Sanitat i assistència
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,16,Altres
66,el Parc i la Llacuna del Poblenou,2022-06-23T00:00:00,3,Parament de la llar
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,0,Grup no definit
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,17,Altres
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,6,Automoció
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,0,Grup no definit
32,el Camp d'en Grassot i Gràcia Nova,2022-02-03T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
32,el Camp d'en Grassot i Gràcia Nova,2022-02-04T00:00:00,16,Altres
32,el Camp d'en Grassot i Gràcia Nova,2022-02-03T00:00:00,6,Automoció
32,el Camp d'en Grassot i Gràcia Nova,2021-03-05T00:00:00,9,Ensenyament
32,el Camp d'en Grassot i Gràcia Nova,2021-03-05T00:00:00,16,Altres
32,el Camp d'en Grassot i Gràcia Nova,2021-03-05T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
32,el Camp d'en Grassot i Gràcia Nova,2021-03-05T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
32,el Camp d'en Grassot i Gràcia Nova,2021-03-05T00:00:00,0,Grup no definit
32,el Camp d'en Grassot i Gràcia Nova,2021-03-05T00:00:00,0,Grup no definit
32,el Camp d'en Grassot i Gràcia Nova,2021-03-05T00:00:00,0,Grup no definit
32,el Camp d'en Grassot i Gràcia Nova,2021-03-05T00:00:00,15,Sanitat i assistència
32,el Camp d'en Grassot i Gràcia Nova,2021-03-05T00:00:00,16,Altres
32,el Camp d'en Grassot i Gràcia Nova,2021-03-05T00:00:00,7,Altres
66,el Parc i la Llacuna del Poblenou,2022-06-22T00:00:00,0,Grup no definit
32,el Camp d'en Grassot i Gràcia Nova,2021-03-05T00:00:00,8,Activitats immobiliàries
32,el Camp d'en Grassot i Gràcia Nova,2021-03-05T00:00:00,16,Altres
32,el Camp d'en Grassot i Gràcia Nova,2021-03-05T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
32,el Camp d'en Grassot i Gràcia Nova,2021-03-05T00:00:00,9,Ensenyament
5,el Fort Pienc,2021-10-15T00:00:00,17,Altres
66,el Parc i la Llacuna del Poblenou,2022-06-23T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
66,el Parc i la Llacuna del Poblenou,2022-06-23T00:00:00,2,Quotidià no alimentari
5,el Fort Pienc,2021-10-15T00:00:00,17,Altres
5,el Fort Pienc,2021-10-15T00:00:00,0,Grup no definit
5,el Fort Pienc,2021-10-15T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
5,el Fort Pienc,2021-10-15T00:00:00,6,Automoció
5,el Fort Pienc,2021-10-15T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
5,el Fort Pienc,2021-10-15T00:00:00,16,Altres
5,el Fort Pienc,2021-10-15T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
5,el Fort Pienc,2021-10-15T00:00:00,1,Quotidià alimentari
5,el Fort Pienc,2021-10-15T00:00:00,1,Quotidià alimentari
5,el Fort Pienc,2021-10-15T00:00:00,7,Altres
5,el Fort Pienc,2021-10-15T00:00:00,9,Ensenyament
27,el Putxet i el Farró,2021-05-10T00:00:00,16,Altres
31,la Vila de Gràcia,2021-12-20T00:00:00,3,Parament de la llar
31,la Vila de Gràcia,2021-12-20T00:00:00,16,Altres
31,la Vila de Gràcia,2021-12-20T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
31,la Vila de Gràcia,2021-12-21T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
31,la Vila de Gràcia,2021-12-21T00:00:00,1,Quotidià alimentari
31,la Vila de Gràcia,2021-12-21T00:00:00,16,Altres
31,la Vila de Gràcia,2021-12-21T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
31,la Vila de Gràcia,2021-12-21T00:00:00,8,Activitats immobiliàries
31,la Vila de Gràcia,2021-12-21T00:00:00,16,Altres
31,la Vila de Gràcia,2021-12-21T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
31,la Vila de Gràcia,2021-12-21T00:00:00,0,Grup no definit
31,la Vila de Gràcia,2021-12-21T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
31,la Vila de Gràcia,2021-12-21T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
31,la Vila de Gràcia,2021-12-21T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
31,la Vila de Gràcia,2021-12-21T00:00:00,16,Altres
16,la Bordeta,2021-09-21T00:00:00,16,Altres
16,la Bordeta,2021-09-21T00:00:00,16,Altres
16,la Bordeta,2021-09-21T00:00:00,17,Altres
16,la Bordeta,2021-09-21T00:00:00,17,Altres
16,la Bordeta,2021-09-21T00:00:00,16,Altres
11,el Poble Sec,2021-04-08T00:00:00,1,Quotidià alimentari
11,el Poble Sec,2021-04-08T00:00:00,16,Altres
11,el Poble Sec,2021-04-08T00:00:00,0,Grup no definit
11,el Poble Sec,2021-04-08T00:00:00,0,Grup no definit
11,el Poble Sec,2021-04-08T00:00:00,1,Quotidià alimentari
11,el Poble Sec,2021-04-08T00:00:00,16,Altres
11,el Poble Sec,2021-04-08T00:00:00,8,Activitats immobiliàries
11,el Poble Sec,2021-04-08T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
11,el Poble Sec,2021-04-08T00:00:00,5,Oci i cultura
11,el Poble Sec,2021-04-08T00:00:00,15,Sanitat i assistència
11,el Poble Sec,2021-04-08T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
11,el Poble Sec,2021-04-08T00:00:00,1,Quotidià alimentari
65,el Clot,2022-05-03T00:00:00,0,Grup no definit
65,el Clot,2022-05-03T00:00:00,0,Grup no definit
19,les Corts,2021-11-16T00:00:00,17,Altres
65,el Clot,2022-05-03T00:00:00,1,Quotidià alimentari
65,el Clot,2022-05-03T00:00:00,2,Quotidià no alimentari
65,el Clot,2022-05-03T00:00:00,0,Grup no definit
65,el Clot,2022-05-03T00:00:00,16,Altres
65,el Clot,2022-05-03T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
65,el Clot,2021-06-07T00:00:00,17,Altres
63,Navas,2022-05-04T00:00:00,3,Parament de la llar
63,Navas,2022-05-04T00:00:00,2,Quotidià no alimentari
65,el Clot,2021-06-07T00:00:00,17,Altres
63,Navas,2022-05-04T00:00:00,16,Altres
65,el Clot,2021-06-07T00:00:00,5,Oci i cultura
65,el Clot,2021-06-07T00:00:00,17,Altres
63,Navas,2022-05-04T00:00:00,9,Ensenyament
63,Navas,2022-05-04T00:00:00,17,Altres
65,el Clot,2021-06-07T00:00:00,5,Oci i cultura
65,el Clot,2021-06-07T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
65,el Clot,2022-05-03T00:00:00,1,Quotidià alimentari
65,el Clot,2022-05-03T00:00:00,16,Altres
65,el Clot,2022-05-03T00:00:00,1,Quotidià alimentari
65,el Clot,2022-05-03T00:00:00,1,Quotidià alimentari
63,Navas,2022-05-04T00:00:00,2,Quotidià no alimentari
65,el Clot,2022-05-03T00:00:00,0,Grup no definit
65,el Clot,2022-05-03T00:00:00,17,Altres
65,el Clot,2022-05-03T00:00:00,16,Altres
65,el Clot,2022-05-03T00:00:00,0,Grup no definit
65,el Clot,2022-05-03T00:00:00,16,Altres
63,Navas,2022-05-04T00:00:00,8,Activitats immobiliàries
65,el Clot,2022-05-03T00:00:00,1,Quotidià alimentari
63,Navas,2022-05-04T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
63,Navas,2022-05-04T00:00:00,2,Quotidià no alimentari
65,el Clot,2022-05-03T00:00:00,12,"Manteniment, neteja i producció"
63,Navas,2022-05-04T00:00:00,11,Finances i assegurances
63,Navas,2022-05-04T00:00:00,7,Altres
63,Navas,2022-05-04T00:00:00,16,Altres
63,Navas,2022-05-04T00:00:00,3,Parament de la llar
63,Navas,2022-05-04T00:00:00,0,Grup no definit
63,Navas,2022-05-04T00:00:00,15,Sanitat i assistència
63,Navas,2022-05-04T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
63,Navas,2022-05-04T00:00:00,1,Quotidià alimentari
63,Navas,2022-05-04T00:00:00,4,Equipament personal
63,Navas,2022-05-04T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
65,el Clot,2022-05-03T00:00:00,17,Altres
65,el Clot,2022-05-03T00:00:00,12,"Manteniment, neteja i producció"
65,el Clot,2022-05-03T00:00:00,0,Grup no definit
65,el Clot,2022-05-03T00:00:00,17,Altres
65,el Clot,2022-05-03T00:00:00,0,Grup no definit
65,el Clot,2022-05-03T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
63,Navas,2022-05-04T00:00:00,16,Altres
63,Navas,2022-05-04T00:00:00,3,Parament de la llar
63,Navas,2022-05-05T00:00:00,0,Grup no definit
65,el Clot,2022-05-03T00:00:00,1,Quotidià alimentari
65,el Clot,2022-05-03T00:00:00,16,Altres
65,el Clot,2022-05-03T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
63,Navas,2022-05-04T00:00:00,17,Altres
63,Navas,2022-05-04T00:00:00,7,Altres
63,Navas,2022-05-04T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,0,Grup no definit
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,1,Quotidià alimentari
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,16,Altres
63,Navas,2022-05-04T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,0,Grup no definit
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,5,Oci i cultura
63,Navas,2022-05-04T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
63,Navas,2022-05-04T00:00:00,16,Altres
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,16,Altres
63,Navas,2022-05-04T00:00:00,16,Altres
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,0,Grup no definit
63,Navas,2022-05-04T00:00:00,16,Altres
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,1,Quotidià alimentari
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,17,Altres
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,16,Altres
63,Navas,2022-05-04T00:00:00,9,Ensenyament
63,Navas,2022-05-04T00:00:00,17,Altres
63,Navas,2022-05-04T00:00:00,10,Equipaments culturals i recreatius
63,Navas,2022-05-04T00:00:00,1,Quotidià alimentari
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,2,Quotidià no alimentari
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,16,Altres
63,Navas,2022-05-04T00:00:00,1,Quotidià alimentari
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,17,Altres
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,0,Grup no definit
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
63,Navas,2022-05-04T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
63,Navas,2022-05-04T00:00:00,1,Quotidià alimentari
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,0,Grup no definit
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,0,Grup no definit
63,Navas,2022-05-04T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
63,Navas,2022-05-04T00:00:00,16,Altres
63,Navas,2022-05-04T00:00:00,16,Altres
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,16,Altres
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,1,Quotidià alimentari
63,Navas,2022-05-05T00:00:00,1,Quotidià alimentari
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,2,Quotidià no alimentari
63,Navas,2022-05-05T00:00:00,17,Altres
63,Navas,2022-05-05T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
63,Navas,2022-05-05T00:00:00,17,Altres
63,Navas,2022-05-05T00:00:00,16,Altres
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
63,Navas,2022-05-05T00:00:00,6,Automoció
63,Navas,2022-05-05T00:00:00,3,Parament de la llar
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,16,Altres
63,Navas,2022-05-05T00:00:00,17,Altres
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,1,Quotidià alimentari
63,Navas,2022-05-05T00:00:00,16,Altres
63,Navas,2022-05-05T00:00:00,5,Oci i cultura
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,1,Quotidià alimentari
63,Navas,2022-05-05T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
63,Navas,2022-05-05T00:00:00,0,Grup no definit
63,Navas,2022-05-05T00:00:00,1,Quotidià alimentari
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,16,Altres
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,0,Grup no definit
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,3,Parament de la llar
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,16,Altres
63,Navas,2022-05-05T00:00:00,2,Quotidià no alimentari
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,17,Altres
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
64,el Camp de l'Arpa del Clot,2022-04-22T00:00:00,2,Quotidià no alimentari
63,Navas,2022-05-05T00:00:00,16,Altres
63,Navas,2022-05-05T00:00:00,16,Altres
24,les Tres Torres,2021-11-18T00:00:00,9,Ensenyament
63,Navas,2022-05-05T00:00:00,1,Quotidià alimentari
63,Navas,2022-05-05T00:00:00,17,Altres
63,Navas,2022-05-05T00:00:00,8,Activitats immobiliàries
63,Navas,2022-05-05T00:00:00,5,Oci i cultura
63,Navas,2022-05-05T00:00:00,16,Altres
63,Navas,2022-05-05T00:00:00,1,Quotidià alimentari
63,Navas,2022-05-05T00:00:00,7,Altres
63,Navas,2022-05-05T00:00:00,0,Grup no definit
63,Navas,2022-05-05T00:00:00,4,Equipament personal
63,Navas,2022-05-05T00:00:00,16,Altres
63,Navas,2022-05-05T00:00:00,0,Grup no definit
63,Navas,2022-05-05T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
63,Navas,2022-05-05T00:00:00,0,Grup no definit
63,Navas,2022-05-05T00:00:00,9,Ensenyament
63,Navas,2022-05-05T00:00:00,2,Quotidià no alimentari
63,Navas,2022-05-05T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
63,Navas,2022-05-05T00:00:00,1,Quotidià alimentari
63,Navas,2022-05-05T00:00:00,11,Finances i assegurances
63,Navas,2022-05-05T00:00:00,1,Quotidià alimentari
63,Navas,2022-05-05T00:00:00,1,Quotidià alimentari
63,Navas,2022-05-05T00:00:00,1,Quotidià alimentari
63,Navas,2022-05-05T00:00:00,4,Equipament personal
63,Navas,2022-05-05T00:00:00,1,Quotidià alimentari
39,Sant Genís dels Agudells,2022-08-04T00:00:00,10,Equipaments culturals i recreatius
39,Sant Genís dels Agudells,2022-08-04T00:00:00,15,Sanitat i assistència
39,Sant Genís dels Agudells,2022-08-04T00:00:00,15,Sanitat i assistència
39,Sant Genís dels Agudells,2022-08-04T00:00:00,16,Altres
60,Sant Andreu,2021-06-21T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
39,Sant Genís dels Agudells,2022-08-04T00:00:00,0,Grup no definit
39,Sant Genís dels Agudells,2022-08-04T00:00:00,17,Altres
39,Sant Genís dels Agudells,2022-08-04T00:00:00,9,Ensenyament
39,Sant Genís dels Agudells,2022-08-04T00:00:00,16,Altres
39,Sant Genís dels Agudells,2022-08-04T00:00:00,9,Ensenyament
39,Sant Genís dels Agudells,2022-08-04T00:00:00,9,Ensenyament
60,Sant Andreu,2021-06-21T00:00:00,17,Altres
23,Sarrià,2021-05-04T00:00:00,2,Quotidià no alimentari
23,Sarrià,2021-05-04T00:00:00,16,Altres
23,Sarrià,2021-05-04T00:00:00,4,Equipament personal
23,Sarrià,2021-05-04T00:00:00,0,Grup no definit
23,Sarrià,2021-05-04T00:00:00,16,Altres
23,Sarrià,2021-05-04T00:00:00,4,Equipament personal
23,Sarrià,2021-05-04T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
23,Sarrià,2021-05-04T00:00:00,0,Grup no definit
23,Sarrià,2021-05-04T00:00:00,15,Sanitat i assistència
23,Sarrià,2021-05-04T00:00:00,15,Sanitat i assistència
23,Sarrià,2021-05-04T00:00:00,16,Altres
23,Sarrià,2021-05-04T00:00:00,4,Equipament personal
24,les Tres Torres,2021-11-18T00:00:00,15,Sanitat i assistència
24,les Tres Torres,2021-11-18T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
24,les Tres Torres,2021-11-19T00:00:00,17,Altres
24,les Tres Torres,2021-11-19T00:00:00,17,Altres
24,les Tres Torres,2021-11-22T00:00:00,12,"Manteniment, neteja i producció"
24,les Tres Torres,2021-11-22T00:00:00,16,Altres
60,Sant Andreu,2019-12-31T00:00:00,16,Altres
60,Sant Andreu,2021-06-21T00:00:00,15,Sanitat i assistència
60,Sant Andreu,2021-06-21T00:00:00,9,Ensenyament
60,Sant Andreu,2021-06-21T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
60,Sant Andreu,2021-06-21T00:00:00,17,Altres
60,Sant Andreu,2021-06-21T00:00:00,0,Grup no definit
60,Sant Andreu,2021-06-22T00:00:00,17,Altres
60,Sant Andreu,2021-06-22T00:00:00,16,Altres
60,Sant Andreu,2021-06-22T00:00:00,16,Altres
60,Sant Andreu,2021-06-22T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
60,Sant Andreu,2021-06-22T00:00:00,10,Equipaments culturals i recreatius
60,Sant Andreu,2021-06-23T00:00:00,15,Sanitat i assistència
60,Sant Andreu,2021-06-21T00:00:00,9,Ensenyament
60,Sant Andreu,2021-06-23T00:00:00,15,Sanitat i assistència
60,Sant Andreu,2021-06-21T00:00:00,17,Altres
60,Sant Andreu,2021-06-23T00:00:00,9,Ensenyament
60,Sant Andreu,2021-06-21T00:00:00,16,Altres
60,Sant Andreu,2021-06-21T00:00:00,15,Sanitat i assistència
60,Sant Andreu,2021-06-23T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
60,Sant Andreu,2021-06-23T00:00:00,9,Ensenyament
60,Sant Andreu,2021-06-23T00:00:00,17,Altres
60,Sant Andreu,2021-06-21T00:00:00,17,Altres
31,la Vila de Gràcia,2021-12-20T00:00:00,4,Equipament personal
31,la Vila de Gràcia,2021-12-21T00:00:00,17,Altres
31,la Vila de Gràcia,2021-12-21T00:00:00,0,Grup no definit
31,la Vila de Gràcia,2021-12-21T00:00:00,16,Altres
31,la Vila de Gràcia,2021-12-21T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
31,la Vila de Gràcia,2021-12-21T00:00:00,16,Altres
31,la Vila de Gràcia,2021-12-20T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
31,la Vila de Gràcia,2021-12-21T00:00:00,9,Ensenyament
31,la Vila de Gràcia,2021-12-21T00:00:00,16,Altres
31,la Vila de Gràcia,2021-12-21T00:00:00,0,Grup no definit
31,la Vila de Gràcia,2021-12-21T00:00:00,16,Altres
31,la Vila de Gràcia,2021-12-21T00:00:00,9,Ensenyament
31,la Vila de Gràcia,2021-12-21T00:00:00,0,Grup no definit
31,la Vila de Gràcia,2021-12-21T00:00:00,17,Altres
31,la Vila de Gràcia,2021-12-21T00:00:00,16,Altres
31,la Vila de Gràcia,2021-12-21T00:00:00,0,Grup no definit
31,la Vila de Gràcia,2021-12-21T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
31,la Vila de Gràcia,2021-12-21T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
31,la Vila de Gràcia,2021-12-21T00:00:00,9,Ensenyament
31,la Vila de Gràcia,2021-12-21T00:00:00,16,Altres
4,"Sant Pere, Santa Caterina i la Ribera",2022-03-01T00:00:00,0,Grup no definit
4,"Sant Pere, Santa Caterina i la Ribera",2022-03-01T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
4,"Sant Pere, Santa Caterina i la Ribera",2022-03-01T00:00:00,0,Grup no definit
19,les Corts,2021-11-17T00:00:00,1,Quotidià alimentari
19,les Corts,2021-11-16T00:00:00,1,Quotidià alimentari
19,les Corts,2021-11-16T00:00:00,15,Sanitat i assistència
19,les Corts,2021-11-16T00:00:00,1,Quotidià alimentari
19,les Corts,2021-11-17T00:00:00,0,Grup no definit
19,les Corts,2021-11-17T00:00:00,16,Altres
19,les Corts,2021-11-17T00:00:00,4,Equipament personal
9,la Nova Esquerra de l'Eixample,2021-11-04T00:00:00,16,Altres
19,les Corts,2021-11-17T00:00:00,9,Ensenyament
19,les Corts,2021-11-16T00:00:00,1,Quotidià alimentari
19,les Corts,2021-11-16T00:00:00,8,Activitats immobiliàries
19,les Corts,2021-11-16T00:00:00,2,Quotidià no alimentari
19,les Corts,2021-11-17T00:00:00,2,Quotidià no alimentari
19,les Corts,2021-11-16T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
19,les Corts,2021-11-16T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
19,les Corts,2021-11-16T00:00:00,1,Quotidià alimentari
19,les Corts,2021-11-16T00:00:00,0,Grup no definit
19,les Corts,2021-11-16T00:00:00,0,Grup no definit
19,les Corts,2021-11-16T00:00:00,16,Altres
9,la Nova Esquerra de l'Eixample,2021-11-04T00:00:00,15,Sanitat i assistència
19,les Corts,2021-11-16T00:00:00,1,Quotidià alimentari
19,les Corts,2021-11-17T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
19,les Corts,2021-11-17T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
19,les Corts,2021-11-16T00:00:00,7,Altres
19,les Corts,2021-11-16T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
19,les Corts,2021-11-16T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
19,les Corts,2021-11-17T00:00:00,6,Automoció
19,les Corts,2021-11-17T00:00:00,16,Altres
19,les Corts,2021-11-17T00:00:00,1,Quotidià alimentari
19,les Corts,2021-11-17T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
9,la Nova Esquerra de l'Eixample,2021-11-03T00:00:00,16,Altres
18,Sants,2021-11-09T00:00:00,2,Quotidià no alimentari
18,Sants,2021-11-09T00:00:00,16,Altres
18,Sants,2021-11-09T00:00:00,17,Altres
18,Sants,2021-11-09T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
9,la Nova Esquerra de l'Eixample,2021-11-03T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
9,la Nova Esquerra de l'Eixample,2021-11-03T00:00:00,17,Altres
18,Sants,2021-11-09T00:00:00,17,Altres
18,Sants,2021-11-09T00:00:00,1,Quotidià alimentari
18,Sants,2021-11-09T00:00:00,17,Altres
18,Sants,2021-11-09T00:00:00,16,Altres
18,Sants,2021-11-09T00:00:00,11,Finances i assegurances
18,Sants,2021-11-09T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
18,Sants,2021-11-09T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
18,Sants,2021-11-09T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
18,Sants,2021-11-09T00:00:00,16,Altres
18,Sants,2021-11-09T00:00:00,16,Altres
18,Sants,2021-11-09T00:00:00,9,Ensenyament
18,Sants,2021-11-09T00:00:00,2,Quotidià no alimentari
18,Sants,2021-11-09T00:00:00,0,Grup no definit
18,Sants,2021-11-09T00:00:00,15,Sanitat i assistència
18,Sants,2021-11-09T00:00:00,8,Activitats immobiliàries
18,Sants,2021-11-09T00:00:00,16,Altres
18,Sants,2021-11-09T00:00:00,16,Altres
18,Sants,2021-11-09T00:00:00,13,Reparacions (Electrodomèstics i automòbils)
18,Sants,2021-11-09T00:00:00,16,Altres
18,Sants,2021-11-09T00:00:00,14,"Restaurants, bars i hotels (Inclòs hostals, pensions i fondes)"
